1969;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;igniventris;Sjoerd Mayer;Bolivia;Cotapata Trail (behind the petrol station), La Paz;-16.283;-67.883;Song in flight;33/a11a.mp3;http://www.xeno-canto.org/sounds/uploaded/KOIEAHGHNX/33/a11a.mp3;http://www.xeno-canto.org/sounds/uploaded/KOIEAHGHNX/ffts/tb/33_a11a.png
3162;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;igniventris;A. Bennett Hennessey;Bolivia;Corani high, Cochabamba;-17.2;-65.883;Calls;2375/04.mp3;http://www.xeno-canto.org/sounds/uploaded/GPVWJPVGVN/2375/04.mp3;http://www.xeno-canto.org/sounds/uploaded/GPVWJPVGVN/ffts/tb/2375_04.png
9276;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;;Allen T. Chartier;Ecuador;Reserva Pasachoa, Pichincha;-0.4323;-78.5045;Calls;Anisognathus_igniventris_EC-Pas_19910217_C1_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Anisognathus_igniventris_EC-Pas_19910217_C1_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Anisognathus_igniventris_EC-Pas_19910217_C1_ATC.png
9277;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;;Allen T. Chartier;Ecuador;Reserva Pasachoa, Pichincha;-0.4323;-78.5045;Song;Anisognathus_igniventris_EC-Pas_19910217_S1_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Anisognathus_igniventris_EC-Pas_19910217_S1_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Anisognathus_igniventris_EC-Pas_19910217_S1_ATC.png
9278;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;;Allen T. Chartier;Ecuador;Reserva Pasachoa, Pichincha;-0.4323;-78.5045;Song, calls;Anisognathus_igniventris_EC-Pas_19910217_S2_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Anisognathus_igniventris_EC-Pas_19910217_S2_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Anisognathus_igniventris_EC-Pas_19910217_S2_ATC.png
9279;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;;Allen T. Chartier;Ecuador;Reserva Pasachoa, Pichincha;-0.4323;-78.5045;Song, calls;Anisognathus_igniventris_EC-Pas_19910217_S-C1_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Anisognathus_igniventris_EC-Pas_19910217_S-C1_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Anisognathus_igniventris_EC-Pas_19910217_S-C1_ATC.png
9280;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;;Allen T. Chartier;Ecuador;Reserva Pasachoa, Pichincha;-0.4323;-78.5045;Song, calls;Anisognathus_igniventris_EC-Pas_19910217_S-C2_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Anisognathus_igniventris_EC-Pas_19910217_S-C2_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Anisognathus_igniventris_EC-Pas_19910217_S-C2_ATC.png
9281;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;;Allen T. Chartier;Ecuador;Reserva Pasachoa, Pichincha;-0.4323;-78.5045;Song, calls;Anisognathus_igniventris_EC-Pas_19910217_S-C3_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Anisognathus_igniventris_EC-Pas_19910217_S-C3_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Anisognathus_igniventris_EC-Pas_19910217_S-C3_ATC.png
9741;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;;Allen T. Chartier;Ecuador;Yanacocha Reserve, Pichincha;-0.1667;-78.5834;Call;Anisognathus_igniventris_EC-Yan_19961110_C1_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Anisognathus_igniventris_EC-Yan_19961110_C1_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Anisognathus_igniventris_EC-Yan_19961110_C1_ATC.png
9742;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;;Allen T. Chartier;Ecuador;Yanacocha Reserve, Pichincha;-0.1667;-78.5834;Calls;Anisognathus_igniventris_EC-Yan_19961110_C2_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Anisognathus_igniventris_EC-Yan_19961110_C2_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Anisognathus_igniventris_EC-Yan_19961110_C2_ATC.png
9743;Anisognathus;igniventris;Scarlet-bellied Mountain Tanager;;Allen T. Chartier;Ecuador;Yanacocha Reserve, Pichincha;-0.1667;-78.5834;Calls;Anisognathus_igniventris_EC-Yan_19961110_C3_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/Anisognathus_igniventris_EC-Yan_19961110_C3_ATC.mp3;http://www.xeno-canto.org/sounds/uploaded/AZXTZTQJRO/ffts/tb/Anisognathus_igniventris_EC-Yan_19961110_C3_ATC.png
