20023;Conostoma;aemodium;Great Parrotbill;;Nick Athanas;China;Wu Yi-Peng, Sichuan;30.9939;103.1601;call
43425;Conostoma;aemodium;Great Parrotbill;;Chubzang Tangbi;Bhutan;Pelela Pass;37.16;76.992;
56192;Conostoma;aemodium;Great Parrotbill;;Jan Hein van Steenis;China;Wuyipeng Research Station, Wolong, China [GPS: N30.98832, E103.16220];;;song
67983;Conostoma;aemodium;Great Parrotbill;;Frank Lambert;China;Wolong, near the Wo Yu Ping research station;31;103;song
67984;Conostoma;aemodium;Great Parrotbill;;Frank Lambert;China;Wolong, near the Wo Yu Ping research station;31;103;song
67985;Conostoma;aemodium;Great Parrotbill;;Frank Lambert;China;Wolong, near the Wo Yu Ping research station;31;103;song
67986;Conostoma;aemodium;Great Parrotbill;;Frank Lambert;China;Wolong, near the Wo Yu Ping research station;31;103;song
67987;Conostoma;aemodium;Great Parrotbill;;Frank Lambert;China;Wolong, near the Wo Yu Ping research station;31;103;song
80983;Conostoma;aemodium;Great Parrotbill;;Yong Ding Li;China;Wawu Shan (entrance road), Sichuan;29.6987;102.9542;Song
88668;Conostoma;aemodium;Great Parrotbill;;Norbu;Bhutan;Thrumsing La;27.1301;90.6839;Song
88669;Conostoma;aemodium;Great Parrotbill;;Norbu;Bhutan;Thrumsing La;27.1301;90.6839;Song
