3573;Junco;phaeonotus;Yellow-eyed Junco;;Don Jones;United States;Rustler Park, Chiricahua Mtns, Arizona;31.90565;-109.27978;call
3574;Junco;phaeonotus;Yellow-eyed Junco;;Don Jones;United States;Rustler Park, Chiricahua Mtns, Arizona;31.90565;-109.27978;song  and  calls
14074;Junco;phaeonotus;Yellow-eyed Junco;phaeonotus;Charlie Vogt;Mexico;Above Ixtlan, km 152, Tuxtepec road, Oaxaca;;;song
14247;Junco;phaeonotus;Yellow-eyed Junco;;Chris Parrish;United States;Rustler Park, Chiricahua Mountains, Cochise County, Arizona;31.9045;-109.2795;songs
14248;Junco;phaeonotus;Yellow-eyed Junco;;Chris Parrish;United States;Rustler Park, Chiricahua Mountains, Cochise County, Arizona;31.9045;-109.2795;songs
21275;Junco;phaeonotus;Yellow-eyed Junco;bairdi;Richard E Webster;Mexico;Sierra Los Pinos above San Antonio de la Sierra, Baja Sur;23.6151;-109.9167;call, sub-song
21276;Junco;phaeonotus;Yellow-eyed Junco;bairdi;Richard E Webster;Mexico;Sierra Los Pinos above San Antonio de la Sierra, Baja Sur;23.6151;-109.9167;call
21277;Junco;phaeonotus;Yellow-eyed Junco;bairdi;Richard E Webster;Mexico;Sierra Los Pinos above San Antonio de la Sierra, Baja Sur;23.6151;-109.9167;call
21278;Junco;phaeonotus;Yellow-eyed Junco;;Richard E Webster;Mexico;Sierra Los Pinos above San Antonio de la Sierra, Baja Sur;23.6151;-109.9167;call
21279;Junco;phaeonotus;Yellow-eyed Junco;bairdi;Richard E Webster;Mexico;Sierra Los Pinos above San Antonio de la Sierra, Baja Sur;23.6151;-109.9167;sub-song
21280;Junco;phaeonotus;Yellow-eyed Junco;bairdi;Richard E Webster;Mexico;Sierra Los Pinos above San Antonio de la Sierra, Baja Sur;23.6151;-109.9167;sub-song
34552;Junco;phaeonotus;Yellow-eyed Junco;;Andrew Spencer;United States;Barfoot Junction, Cochise Co., Arizona;31.9328;-109.2634;song
34553;Junco;phaeonotus;Yellow-eyed Junco;;Andrew Spencer;United States;Barfoot Junction, Cochise Co., Arizona;31.9328;-109.2634;song
34554;Junco;phaeonotus;Yellow-eyed Junco;;Andrew Spencer;United States;Barfoot Junction, Cochise Co., Arizona;31.9328;-109.2634;song
34555;Junco;phaeonotus;Yellow-eyed Junco;;Andrew Spencer;United States;Barfoot Junction, Cochise Co., Arizona;31.9328;-109.2634;song
34556;Junco;phaeonotus;Yellow-eyed Junco;;Andrew Spencer;United States;Barfoot Junction, Cochise Co., Arizona;31.9328;-109.2634;calls
34557;Junco;phaeonotus;Yellow-eyed Junco;;Andrew Spencer;United States;Barfoot Junction, Cochise Co., Arizona;31.9328;-109.2634;calls
34558;Junco;phaeonotus;Yellow-eyed Junco;;Andrew Spencer;United States;Barfoot Junction, Cochise Co., Arizona;31.9328;-109.2634;calls
34560;Junco;phaeonotus;Yellow-eyed Junco;;Andrew Spencer;United States;Barfoot Junction, Cochise Co., Arizona;31.9328;-109.2634;calls
80590;Junco;phaeonotus;Yellow-eyed Junco;;manuel Grosselet;Mexico;Mex DF entrance Desierto de los Leones;19.32;-99.304;song
80742;Junco;phaeonotus;Yellow-eyed Junco;;manuel Grosselet;Mexico;Mex, Edomex, Volcano de Toluca, North side;19.146;-99.77;song
